Date,Title,Brief,Link
" August 12, 2021  7:27:34 am","CII meet: Fixing mistakes of past, retrospective tax move will build trust, says PM Modi","The Prime Minister’s remarks came after both Houses of Parliament cleared amendments to the Income-Tax Act and Finance Act, 2012 to ensure that no demand shall be raised in connection with retrospective tax for any indirect transfer of Indian assets if the transaction had been undertaken before May 28, 2012.",https://indianexpress.com/article/business/economy/cii-meet-fixing-mistakes-of-past-retrospective-tax-move-will-build-trust-says-pm-modi-7449594/
"August 12, 2021 3:02:37 am",Commerce Secy: Need more FTAs or will be shut out of global mkts,"“We need to be engaged with the rest of the world, without that India will be shut out of the global markets,” said Subrahmanyam at a CII event, adding India needed to enter bilateral agreements as it was not part of any regional trade arrangements",https://indianexpress.com/article/business/economy/commerce-secy-need-more-ftas-or-will-be-shut-out-of-global-mkts-7449571/
"August 12, 2021 3:01:47 am","To curb manipulation, BSE levies add-on price bands to small caps","For the stock to be put under watch, they need to have moved either six times in the last six months or 12 times in as many months or 20 times in two years or 30 times in three years.",https://indianexpress.com/article/business/economy/to-curb-manipulation-bse-levies-add-on-price-bands-to-small-caps-7449576/
" August 11, 2021  5:49:20 pm","From masks and PPE kits to vaccines, the industry has come forward to contribute: PM Modi at CII Annual Meeting",PM Modi CII Annual Meeting 2021: Prime Minister Narendra Modi said that his government has taken big steps in ease of doing business.,https://indianexpress.com/article/business/economy/prime-minister-pm-narendra-modi-address-at-cii-annual-meeting-2021-highlights-key-announcements-economy-business-aatmanirbhar-bharat-7448997/
" August 11, 2021  5:37:19 pm",India’s economy is picking up pace once again: PM Modi at CII annual meet,"PM Modi CII Annual Meeting 2021: Speaking on the occasion, PM Modi said, ""There was a time when we thought whatever was foreign was better. But that is fast changing. We now want products made in India.""",https://indianexpress.com/article/business/economy/pm-narendra-modi-cii-annual-meet-economy-improving-7449054/
"August 8, 2021 1:09:07 am",I-T Dept issues three email IDs for registering grievances,"“For faceless assessments: samadhan.faceless.assessment@incometax.gov.in; For faceless penalty: samadhan.faceless .penalty@incometax.gov.in; For faceless appeals: samadhan.faceless.appeal@incometax.gov.in,” the department said.",https://indianexpress.com/article/business/economy/i-t-dept-issues-three-email-ids-for-registering-grievances/
"August 8, 2021 12:55:24 am","Propelled by gain in currency assets, foreign exchange reserves skyrocket past $620 billion","In the previous week ended July 23, the foreign exchange — or forex — reserves had declined by $1.581 billion to $611.149 billion.",https://indianexpress.com/article/business/economy/propelled-by-gain-in-currency-assets-foreign-exchange-reserves-skyrocket-past-620-billion-7443653/
" August 7, 2021  6:53:25 am","RBI holds rates steady, inflation forecast now close to 6% limit","Unveiling the bi-monthly monetary policy, the RBI panel however raised the projection for retail inflation to 5.7 per cent in the financial year 2021-22 from 5.1 per cent earlier, quite close to its upper tolerance limit in the 2-6 per cent band.",https://indianexpress.com/article/business/economy/monetary-policy-committee-reserve-bank-of-india-repo-rate-unchanged-7442373/
"August 7, 2021 1:44:32 am",Any duty cut to help EV market: M&M MD-CEO,Mahindra & Mahindra Managing Director and CEO Anish Shah said on Friday any cut in duties will help the electric vehicle (EV) market.,https://indianexpress.com/article/business/economy/any-duty-cut-to-help-ev-market-mm-md-ceo-7442333/
"August 7, 2021 1:39:04 am","Decision to get rid of retro tax shows policy consistency, says PM","“The decision to abolish retrospective taxation shows government’s commitment (to providing stable investment regime) and consistency of policy,” Prime Minister Narendra Modi said.",https://indianexpress.com/article/business/economy/decision-to-get-rid-of-retro-tax-shows-policy-consistency-says-pm-7442327/
"August 7, 2021 1:36:30 am",Glad we have put an end to issue troubling us for 8 years: Chidambaram,"“On the withdrawal of the Retrospective Tax (Vodafone), I am glad that we have put an end to an issue that has been troubling us for 8 years,” former Finance Minister P Chidambaram tweeted.",https://indianexpress.com/article/business/economy/glad-we-have-put-an-end-to-issue-troubling-us-for-8-years-chidambaram-7442328/
"August 7, 2021 1:34:45 am",‘Digital economy helped prevent delivery leakages’,"At the G20 Digital Ministers meeting hosted by Italy, Vaishnaw said direct benefit transfers have not only empowered people but also led to savings of over $24 billion in the last seven years.",https://indianexpress.com/article/business/economy/digital-economy-helped-prevent-delivery-leakages-7442329/
" July 28, 2021  3:20:20 am",Covid second wave hits recovery: IMF cuts FY22 growth forecast to 9.5%,Its April forecasts hadn’t factored in the impact of the resurgence of Covid infections in India.,https://indianexpress.com/article/business/economy/imf-india-gdp-growth-forecast-fy22-7425150/
" July 27, 2021  7:09:35 am","In five years of IBC regime, lenders took 61% haircut on claims, show data","The IBC is positioned as a framework for timely resolution of the debt of insolvent companies, rather than a mechanism for recovery. But there are pitfalls to achieving either of these targets.",https://indianexpress.com/article/business/economy/ibc-regime-corporate-insolvency-resolution-indian-economy-7423869/
"July 26, 2021 3:00:14 am",Early birds: Cost control boosts profit margins in Q1,Results from 169 early birds (excluding banks and financials) reflect the year-on-year increase and the sequential fall in revenues.,https://indianexpress.com/article/business/economy/early-birds-cost-control-boosts-profit-margins-in-q1-7422037/
"July 25, 2021 1:33:29 am","Musk: Clean energy vehicles treated same as diesel, petrol ones","Elon Musk, however, said at present import duties in India are “the highest in the world” and is hoping for “at least a temporary tariff relief for electric vehicles”.",https://indianexpress.com/article/business/economy/musk-clean-energy-vehicles-treated-same-as-diesel-petrol-ones-7420874/
"July 22, 2021 3:06:28 am","‘Eight sectors back to pre-pandemic levels, Covid-proof jobs to be steady’","Hospitality and industrial manufacturing continue to be in a slump, while the automobile & allied industry, BPO & ITeS, construction & real estate, and fast moving consumer durables (FMCD) & fast moving consumer goods (FMCG) sectors are still stagnating.",https://indianexpress.com/article/business/economy/eight-sectors-back-to-pre-pandemic-levels-covid-proof-jobs-to-be-steady-7416038/
" July 21, 2021  12:42:34 am","Deepak Parekh: Credit growth key laggard, economy to mirror FY21 trend","As on June 18, bank credit growth stood at 5.8 per cent year-on-year, according to RBI data.",https://indianexpress.com/article/business/economy/indias-macroeconomic-fundamentals-strong-recovery-underway-hdfc-chairman-deepak-parekh-7413660/
"July 20, 2021 11:03:39 am",ADB lowers India’s economic growth forecast for this fiscal to 10 per cent,"On South Asia, ADB said the economic outlook for the subregion is dampened by new waves of COVID-19 hitting the subregion from March to June 2021.",https://indianexpress.com/article/business/economy/adb-lowers-indias-economic-growth-forecast-for-this-fiscal-to-10-per-cent-7413110/
"July 20, 2021 3:39:16 am",Global selloff drags Sensex by 1.1%; Re falls 31 paise,"The Sensex plummeted by 587 points, or 1.1 per cent, to 52,553.40 and the Nifty50 shed 171 points, or 1.07 per cent, at 15,752.40.",https://indianexpress.com/article/business/economy/global-selloff-drags-sensex-by-1-1-re-falls-31-paise-7412779/
"July 20, 2021 3:34:45 am",NCLAT stays NCLT nod for Vedanta arm’s Videocon takeover,"The matter will be next heard on September 7 and till then the resolution professional would continue to manage the company as per the provisions of the Insolvency and Bankruptcy Code (IBC), the NCLAT said in its order.",https://indianexpress.com/article/business/economy/nclat-stays-nclt-nod-for-vedanta-arms-videocon-takeover-7412772/
" July 20, 2021  3:28:38 am",Delhi High Court orders CBI probe after I-T officials deny sending email to private company,"The controversy revolves around an email received by the company from “donotreply@incometaxindiaefiling.gov.in” on May 31, informing it that it has been granted adjournment and time till June 14 to file reply to the notice.",https://indianexpress.com/article/business/economy/delhi-high-court-orders-cbi-probe-after-i-t-officials-deny-sending-email-to-private-company-7412767/
" July 20, 2021  5:34:29 am","Roadblock for rate transmission: External benchmark-linked loans rise, but MCLR still dominant",Data collected from banks by the RBI suggests the share of outstanding loans linked to external benchmarks — mostly the repo rate which is at 4 per cent — increased from as low as 2.4 per cent during September 2019 to 28.5 per cent during March 2021.,https://indianexpress.com/article/business/economy/roadblock-for-rate-transmission-external-benchmark-linked-loans-rise-but-mclr-still-dominant-7412758/
" July 20, 2021  3:22:32 am","Sebi, DRI probing some Adani group cos","“Sebi is investigating some Adani Group companies with regard to compliance with SEBI Regulations,” MoS for Finance Pankaj Chaudhary said in a written reply to question from Lok Sabha member Mahua Moitra.",https://indianexpress.com/article/business/economy/sebi-dri-probing-some-adani-group-cos-7412759/
"July 20, 2021 3:13:37 am","Petro excise mop-up jumps 74%, feeds inflation with high fuel prices","The Centre’s total collections from excise duty, which is mainly levied on petroleum products, has already crossed the Rs 1-lakh-crore mark in the first quarter of April-June.",https://indianexpress.com/article/business/economy/petro-excise-mop-up-jumps-74-feeds-inflation-with-high-fuel-prices-7412753/
" July 20, 2021  3:15:11 am","Rs 1.36 lakh crore of FY21, FY22 GST compensation still pending","Of this, over Rs 81,000 crore GST compensation is due to states for 2020-21, while Rs 55,345 crore is outstanding for April-May, Minister of State for Finance Pankaj Chaudhary said in a written reply to a question in Lok Sabha Monday.",https://indianexpress.com/article/business/economy/rs-1-36-lakh-crore-of-fy21-fy22-gst-compensation-still-pending-7412752/
"July 20, 2021 2:57:16 am","Stockholding limit on pulses relaxed, govt says on basis of ‘feedback, softening of prices’","The relaxation followed a meeting of Union Minister for Consumer Affairs, Food and Public Distribution Piyush Goyal with all the stakeholders, including importers, millers etc, on July 17, where he took stock of issues connected with imposition of stock limits on pulses.",https://indianexpress.com/article/business/economy/stockholding-limit-on-pulses-relaxed-govt-says-on-basis-of-feedback-softening-of-prices-7412742/
"July 10, 2021 4:15:26 am","‘Economy bouncing back from 2nd wave hit, inflation a risk’","The report noted that various high frequency indicators of economic activity — such as power consumption, rail freight, GST collections among others — indicate improvement in June.",https://indianexpress.com/article/business/economy/economy-bouncing-back-from-2nd-wave-hit-inflation-a-risk-7397498/
"July 9, 2021 3:11:33 pm",Economy recovering due to targeted fiscal relief and rapid vaccination: Finance Ministry,"""The broad-based economic relief package, extended to mitigate the second wave, amounted to Rs 6.29 lakh crore. RBI continues with its efforts to calm the nerves of the market and revive sectors with both backward and forward linkages and multiplier effects on growth,"" the ministry said in its monthly economic review.",https://indianexpress.com/article/business/economy/economy-recovering-due-to-targeted-fiscal-relief-rapid-vaccination-finmin-finance-ministry-7396545/
" July 9, 2021  11:17:28 am",Risk-averse lenders emerging as one of the biggest hurdles to India’s economic recovery,"The nation’s biggest lender State Bank of India wants to nearly double its credit growth rate to 10% in the year started April 1, but is willing to miss the goal.",https://indianexpress.com/article/business/economy/loan-growth-shows-virus-leaving-deep-scars-on-indias-economy-7396220/
"July 9, 2021 3:03:36 am",Equity funds get lower inflows in June on higher redemptions,"Net inflow for the MF industry stood at Rs 15,320 crore in June, compared to outflow of Rs 38,602 crore in May.",https://indianexpress.com/article/business/economy/equity-funds-get-lower-inflows-in-june-on-higher-redemptions-7395778/
"July 8, 2021 3:30:11 am",Covid divide: MSMEs hit while large cos gain from low rates,"Large firms made good use of low interest rates, wage costs and raw materials last year to boost operating profits. While large corporates strengthened their balance sheet, MSMEs experienced a dent in their financial performance.",https://indianexpress.com/article/business/economy/covid-divide-msmes-hit-while-large-cos-gain-from-low-rates-7394069/
"July 7, 2021 3:00:51 am",June GST mop-up at 10-month  low on curbs; better than last year,"The June collections have, however, fared better than expectations showing the muted impact of second wave of the pandemic on GST revenues even as e-way bill generation had shown a sharp dip to one-year low levels in May.",https://indianexpress.com/article/business/economy/june-gst-mop-up-at-10-month-low-on-curbs-better-than-last-year-7392287/
"July 6, 2021 5:39:29 pm","GST revenue slips below Rs 1 lakh crore in June, hits 10-month low of Rs 92,849 crore","At Rs 92,849 crore, the Goods and Services Tax (GST) collection is the lowest in 10 months since August 2020, when it was Rs 86,449 crore, official numbers released Tuesday showed.",https://indianexpress.com/article/business/economy/gst-revenue-slips-below-rs-1-lakh-crore-in-june-hits-10-month-low-of-rs-92849-crore-7391805/
" July 5, 2021  11:37:55 pm",‘Services PMI cracks fastest since last July on Covid restrictions’,"A reading below 50 indicates contraction in the segment. The latest reading pointed to the fastest rate of reduction since July 2020. “New work intakes and output contracted at the fastest rates since July 2020, which prompted companies to reduce employment again,” IHS Markit said.",https://indianexpress.com/article/business/economy/india-services-sector-activities-slump-at-fastest-rate-in-11-months-in-june-pmi-7389938/
"July 4, 2021 1:12:38 am",Surge of $5 billion pushes reserves to new lifetime high,"In the previous week ended June 18, the reserves had declined by $4.418 billion to $603.933 billion.",https://indianexpress.com/article/business/economy/surge-of-5-billion-pushes-reserves-to-new-lifetime-high-7387991/
"July 4, 2021 12:51:49 am","FPIs unfazed by high valuations, Covid woes; invest Rs 60,000 cr in six months","The month of June witnessed FPI inflows of Rs 17,215 crore, taking the total FPI investment in equity for calendar year 2021 to Rs 60,342 crore. However, the debt market reported FPI outflows of Rs 22,000 crore.",https://indianexpress.com/article/business/economy/fpi-inflow-indian-economy-covid-pandemic-fpis-unfazed-by-high-valuations-covid-woes-invest-rs-60000-cr-in-six-months-7387976/
"July 3, 2021 6:55:48 am","In a first, regulator allows BSES to exit power purchase deal with NTPC","The order can be a potential trigger for more such petitions from discoms demanding that they be allowed to exit PPAs that are no longer beneficial or necessary, yet affecting the bottom line of the companies.",https://indianexpress.com/article/business/economy/in-a-first-regulator-allows-bses-to-exit-power-purchase-deal-with-ntpc-7386850/
"July 3, 2021 6:53:28 am","High-value sectors ship more, help June exports soar 47%","Merchandise exports in June 2021 were $32.46 billion compared with $22.03 billion in the same month last year, when the Covid-19 pandemic was still in full swing around the world. In June 2019, India had exported $25.03 billion worth of goods, according to the ministry.",https://indianexpress.com/article/business/economy/high-value-sectors-ship-more-help-june-exports-soar-47-7386851/
"July 3, 2021 6:48:50 am","India backs OECD-G20 tax deal, ‘consensus agreement’ likely by Oct",The principles underlying the solution vindicates India’s stand for a greater share of profits for the markets and consideration of demand side factors in profit allocation.,https://indianexpress.com/article/business/economy/india-backs-oecd-g20-tax-deal-consensus-agreement-likely-by-oct-7386846/
"July 3, 2021 6:40:58 am",Tech transfer with China cos: DPIIT opposes relief,"Citing representations from industry bodies that have expressed concern over the Department of Expenditure’s (DoE’s) decision last month, the DPIIT has resisted the “blanket exemption” to firms having transfer of technology (ToT) pacts with Chinese entities from mandatory registration with it and sought a review of the decision.",https://indianexpress.com/article/business/economy/tech-transfer-with-china-cos-dpiit-opposes-relief-7386842/
"July 3, 2021 6:37:21 am","Retail, wholesale trade brought under MSMEs: Gadkari","“Now under the revised guidelines, retail and wholesale trade will also benefit from priority sector lending under RBI guidelines,” MSME minister Nitin Gadkari said.",https://indianexpress.com/article/business/economy/retail-wholesale-trade-brought-under-msmes-gadkari-7386843/
"June 25, 2021 5:51:00 am","Better GST mop-up likely: In 20 days, June e-way bills rise 34% over month ago","In value terms, e-way bills generated in the first 20 days were worth Rs 10.58 lakh crore in June as against Rs 8.79 lakh crore worth of e-way bills in the first 20 days of May, government data showed.",https://indianexpress.com/article/business/economy/better-gst-mop-up-likely-in-20-days-june-e-way-bills-rise-34-over-month-ago-7374719/
" June 23, 2021  3:28:43 pm",Moody’s cuts India growth forecast for 2021 to 9.6%,"In its report titled 'Macroeconomics India: Economic shocks from second COVID wave will not be as severe as last year's', Moody's said high-frequency economic indicators show that the second wave of COVID-19 infections hit India's economy in April and May. With states now easing restrictions, economic activity in May is likely to signify the trough.",https://indianexpress.com/article/business/economy/moodys-cuts-india-growth-forecast-for-2021-to-9-6-per-cent-7372031/
" June 22, 2021  4:01:02 am","FICCI-Dhruva Advisors Survey: ‘Second wave:  58% cos hit by state curbs, 61% hopeful of brighter FY22’",58 per cent of firms reported that the state-level lockdowns had a high impact on their businesses with 40 per cent of businesses reporting capacity utilisation under 50 per cent in June.,https://indianexpress.com/article/business/economy/ficci-dhruva-advisors-survey-second-wave-58-cos-hit-by-state-curbs-61-hopeful-of-brighter-fy22-7369783/
" June 22, 2021  3:58:06 am","House price index growth uneven across cities, falls overall in March quarter","According to the RBI, all-India HPI increased (year-on-year) by 2.7 per cent in Q4 of 2020-21 as against 3.9 per cent growth a year ago.",https://indianexpress.com/article/business/economy/house-price-index-growth-uneven-across-cities-falls-overall-in-mar-qtr-7369778/
"June 21, 2021 1:23:51 am",NCLT to consider banks’ one-time settlement offer for Siva Industries,The NCLT had last week asked the lenders to explain the huge haircut in one-time settlement plan approved by the Committee of Creditors (CoC).,https://indianexpress.com/article/business/economy/nclt-to-consider-banks-one-time-settlement-offer-for-siva-industries-7368078/
"June 21, 2021 1:15:05 am","Race for top Irdai post: Bureaucrats, insurers in the fray","Not surprisingly, from within Irdai, TR Alamelu, Member, Non-life, and K Ganesh, Member, Life, have put in their applications though they are in the rank of additional secretary.",https://indianexpress.com/article/business/economy/race-for-top-irdai-post-bureaucrats-insurers-in-the-fray-7368070/
" June 21, 2021  6:59:23 am","If we don’t vaccinate quickly, we run the risk of derailing recovery: Tata Steel MD","As the second Covid wave is tapering off and the economy is opening up, TV Narendran, CII president and Tata Steel MD, told The Indian Express that we should be prudent about opening up and if you open up too fast, there is a risk to it.",https://indianexpress.com/article/business/economy/if-we-dont-vaccinate-quickly-we-run-the-risk-of-derailing-recovery-tata-steel-md-7368058/
" June 21, 2021  1:03:14 am",‘Held broad consultations’ on new IT rules: India counters UN commentators,"In a letter, the Permanent Mission of India said that in these stakeholder meetings, conducted in 2018, the Ministry of Electronics and Information Technology (MeitY) had sought views from individuals, civil societies, industry associations as well as organisations.",https://indianexpress.com/article/business/economy/held-broad-consultations-on-new-it-rules-india-counters-un-commentators-7368045/
"June 20, 2021 3:20:10 am",Labour Ministry: No intention to delay fixing of minimum wages,The clarification comes amid reports that forming an expert group on the issue with a three-year term is an attempt to delay fixing minimum wages and national floor wages.,https://indianexpress.com/article/business/economy/labour-ministry-no-intention-to-delay-fixing-of-minimum-wages-7366925/
"June 20, 2021 3:15:30 am",New high of $608.08 bn for forex reserves,"In the reporting week ended June 11, the rise in reserves was on account of an increase in foreign currency assets (FCA), a major component of the overall reserves, the RBI’s weekly data showed.",https://indianexpress.com/article/business/economy/new-high-of-608-08-bn-for-forex-reserves-7366923/
"June 19, 2021 2:45:40 am",Paytm plans to raise Rs 12K crore via fresh equity,"This, along with other items is on the agenda of the company’s extraordinary general meeting scheduled to be held in the Capital on July 12. ",https://indianexpress.com/article/business/economy/paytm-plans-to-raise-rs-12k-crore-via-fresh-equity-7365588/
"June 19, 2021 2:40:36 am",Interest rate swap: New Sebi norms for mutual fund schemes,Mutual funds can enter into plain vanilla Interest Rate Swaps (IRS) for hedging purposes.,https://indianexpress.com/article/business/economy/interest-rate-swap-new-sebi-norms-for-mutual-fund-schemes-7365584/
"June 19, 2021 2:34:13 am",Air India to sell real estate assets; may garner up to Rs 300 crore,"“Air India through MSTC invites e-auction bids for sale of the properties located across India,” according to a public notice.",https://indianexpress.com/article/business/economy/air-india-to-sell-real-estate-assets-may-garner-up-to-rs-300-crore-7365582/
"June 19, 2021 2:24:40 am","GST relief to food supply for mid-day meals, pre-schools, anganwadis: CBIC","Under the goods and services tax (GST), any catering service, including mid-day meals, provided to an educational institution is exempt from the levy.",https://indianexpress.com/article/business/economy/gst-relief-to-food-supply-for-mid-day-meals-pre-schools-anganwadis-cbic-7365579/
"June 19, 2021 2:17:51 am","Centrum to takeover PMC Bank, partner BharatPe to launch SFB",The RBI in a statement said an in-principle approval was given after Centrum Financial Services submitted an expression of interest for PMC Bank.,https://indianexpress.com/article/business/economy/centrum-to-takeover-pmc-bank-partner-bharatpe-to-launch-sfb-7365575/
"June 14, 2021 3:34:40 am","FPIs invest `13,424 cr in June so far amid easing virus caseload","Simultaneously, FPIs withdrew Rs 2,096 crore from the debt segment during the period under review. The total net inflow stood at Rs 13,424 crore.",https://indianexpress.com/article/business/economy/fpis-invest-13424-cr-in-june-so-far-amid-easing-virus-caseload-7357708/
" June 14, 2021  3:38:45 am","Undeveloped oil fields: Govt plans monetisation amid low recovery, shift to renewables","Last Thursday, Petroleum Minister Dharmendra Pradhan said that government companies cannot hold on to undeveloped resources indefinitely and suggested that these companies should seek to find technology partners or investors who can bring the expertise to monetise such fields quickly.",https://indianexpress.com/article/business/economy/undeveloped-oil-fields-govt-plans-monetisation-amid-low-recovery-shift-to-renewables-7357705/
"June 12, 2021 1:55:59 am","Post reports of CoWin leak,  IT Min asks CERT-In to probe","Sources at the IT Ministry said though the issue had been handled for now, CERT-In, with help of other domestic and global cybersecurity experts, was checking the entire CoWin platform once again to ensure there were no vulnerabilities.",https://indianexpress.com/article/business/economy/post-reports-of-cowin-leak-it-min-asks-cert-in-to-probe-7355150/
"June 12, 2021 1:46:21 am","Fuelled by rising currency assets, forex reserves race past $600 bn","The reserves surged to a record $605.008 billion in the reporting week, helped by a rise in foreign currency assets (FCA), a major component of the overall reserves, as per weekly data by the Reserve Bank of India (RBI).",https://indianexpress.com/article/business/economy/fuelled-by-rising-currency-assets-forex-reserves-race-past-600-bn-7355144/
" June 12, 2021  1:42:50 am","Curbs hit Apr industrial output, IIP dips over Mar","Comparing the output levels, the data showed that the industrial output in April 2021 is 94.3 per cent of the output seen in February 2020 and 100.1 per cent as against output of April 2019.",https://indianexpress.com/article/business/economy/curbs-hit-apr-industrial-output-iip-dips-over-mar-7355142/
"June 12, 2021 1:37:18 am","Tech policy, civil groups ask govt to ‘withdraw’ new IT rules","“The Government of India is seeking to seize control of online spaces. There is a complete lack of transparency surrounding existing government censorship and surveillance demands,” said Raman Jit Singh Chima, senior international counsel and Asia Pacific policy director at Access Now.",https://indianexpress.com/article/business/economy/tech-policy-civil-groups-ask-govt-to-withdraw-new-it-rules-7355134/
"June 12, 2021 1:30:48 am",Ex-IL&FS chairman Ravi Parthasarathy arrested by EOW,"A statement from EOW-II said he was arrested in a case registered in September last year, while calling him a “kingpin and the mastermind of several crore IL&FS and ITNL financial scam”.",https://indianexpress.com/article/business/economy/ex-ilfs-chairman-ravi-parthasarathy-arrested-by-eow-7355125/
" June 11, 2021  6:40:09 pm","IIP Data April 2021: India’s industrial output jumps 134.44% in April, Govt data shows","IIP India Growth Rate Data April 2021: The IIP had crashed 57.31 per cent on-year to 54.0 in April 2020, the data from Ministry of Statistics & Programme Implementation (MoSPI) showed. This was mainly due to the nationwide lockdown which was imposed last year to curb the first wave of coronavirus (Covid-19) pandemic.",https://indianexpress.com/article/business/economy/india-iip-index-of-industrial-production-data-april-2021-7354681/
"June 11, 2021 3:06:47 am",‘Pandemic curbs hit labour market: Jobless rate at 13%’,"Separately, in the Consumer Pyramids Households Survey released by CMIE for January-April 2021, it noted that office workers have been relatively safer than non-office workers during the pandemic, while the agricultural sector is overheated.",https://indianexpress.com/article/business/economy/pandemic-curbs-hit-labour-market-jobless-rate-at-13-per-cent-7353418/
"June 10, 2021 5:49:07 pm",Icra projects GDP growth at 8.5% in FY22,"Icra said if vaccine coverage is accelerated following the re-centralised procurement policy, the GDP expansion in FY2022 may be as high as 9.5 per cent, with a widening upside in Q3 and Q4 of FY2022.",https://indianexpress.com/article/business/economy/icra-projects-gdp-growth-at-8-5-per-cent-in-fy22-7352896/
" June 10, 2021  7:30:43 am",Finance Ministry’s Economic Report for May: ‘Recovery moderated by 2nd Covid wave hitting rural areas’,The report stressed that an accelerated vaccination drive is imperative to avoid or lower the ferocity of subsequent waves.,https://indianexpress.com/article/business/economy/finance-ministrys-economic-report-for-may-recovery-moderated-by-2nd-covid-wave-hitting-rural-areas-7351790/
"June 9, 2021 12:27:24 pm",World Bank slashes India’s growth forecast to 8.3% in FY22,"""India's recovery is being hampered by the largest outbreak of any country since the beginning of the pandemic,"" the World Bank said.",https://indianexpress.com/article/business/economy/world-bank-slashes-indias-growth-forecast-to-8-3-per-cent-in-fy22-7350693/
" June 6, 2021  10:19:44 am","After Twitter suspension, Koo aims for focussed Nigeria push",Nigeria’s decision to suspend Twitter in the country reportedly came as a result of the US-based social networking platform deleting a tweet by President Muhammadu Buhari for violating rules.,https://indianexpress.com/article/business/economy/after-twitter-suspension-koo-aims-for-focussed-nigeria-push-7346025/
"June 6, 2021 6:15:16 am",FM stresses on faster claim disposal for Covid workers,"The Finance Minister observed that under the insurance scheme for health workers launched under the Pradhan Mantri Garib Kalyan Package (PMGKP) scheme, a total of 419 claims have been paid as on date, amounting to Rs 209.5 crore disbursed in the account of their nominees",https://indianexpress.com/article/business/economy/fm-stresses-on-faster-claim-disposal-for-covid-workers-7346019/
" June 6, 2021  6:16:22 am","PNB to pick stake in NARCL, plans transfer of NPAs worth Rs 8,000 cr","In the first tranche, roughly Rs 8,000 crore is identified by the bank to be transferred to the NARCL.",https://indianexpress.com/article/business/economy/pnb-to-pick-stake-in-narcl-plans-transfer-of-npas-worth-8000-cr-7346022/
"June 2, 2021 10:19:31 am","RBI expected to keep rates steady, liquidity steps eyed: Poll",The Reserve Bank of India's (RBI) monetary policy committee (MPC) will likely keep the key lending rate or the repo rate unchanged at 4% for a sixth straight meeting when it announces its decision after a three-day meeting on Friday.,https://indianexpress.com/article/business/economy/preview-india-central-bank-rbi-expected-to-keep-rates-steady-liquidity-steps-eyed-7340610/
"June 1, 2021 3:23:45 pm","Indian economy to grow 9.3% in FY22, second Covid wave raises risks to credit profile: Moody’s","Moody's, which has a 'Baa3' rating on India with a negative outlook, said it expects a decline in economic activity in the June quarter due to reimposition of lockdown measures along with behavioural changes on fear of contagion.",https://indianexpress.com/article/business/economy/indian-economy-to-grow-9-3-per-cent-in-fy22-second-covid-wave-raises-risks-to-credit-profile-moodys-7339511/
" June 1, 2021  1:02:21 pm","India’s manufacturing sector activity slips in May, heads towards stagnation: PMI","The seasonally adjusted IHS Markit India Manufacturing Purchasing Managers' Index (PMI), fell to 50.8 in May, down from 55.5 in April, as companies observed the slowest rises in new work and output in ten months amid intensification of the COVID-19 crisis.",https://indianexpress.com/article/business/economy/indias-manufacturing-sector-activity-slips-in-may-heads-towards-stagnation-pmi-7339381/
"June 1, 2021 3:01:49 am","Core sector output up 56.1% on low base effect, triple-digit gains in steel, cement","Coal and fertiliser segments too saw positive growth. However, crude oil output dipped by 2.1 per cent in April as against (-) 6.4 per cent in the same month last year.",https://indianexpress.com/article/business/economy/core-sector-output-up-56-1-on-low-base-effect-triple-digit-gains-in-steel-cement-7338635/
" June 1, 2021  5:04:01 am","India’s GDP contracts 7.3% in FY21, but uptick in Q4 with push from manufacturing","The uptick in the fourth quarter was driven mainly by the manufacturing sector even as services remained comparatively sluggish, provisional estimates of annual national income and quarterly estimates released by the National Statistical Office (NSO) on Monday showed.",https://indianexpress.com/article/business/economy/india-q4-january-march-gdp-provisional-estimates-2020-21-fy21-gross-domestic-product-data-covid-19-surge-7338168/
" May 31, 2021  4:59:47 pm",Fiscal deficit for 2020-21 at 9.3 per cent of GDP: CGA,"For this financial year, the government had initially pegged the fiscal deficit at Rs 7.96 lakh crore or 3.5 per cent of the GDP in the budget presented in February 2020.",https://indianexpress.com/article/business/economy/indian-economy-fiscal-deficit-gdp-covid-surge-7338178/
"May 31, 2021 1:28:26 am","FPIs net sellers for 2nd month, pull out Rs 1,730 crore in May","In April, the total net outflow from the Indian capital markets (both equity and debt) stood at Rs 9,435 crore. According to depositories data, overseas investors withdrew Rs 3,375.2 crore from equities but invested Rs 1,645.8 crore in the debt segment between May 1 and May 28.",https://indianexpress.com/article/business/economy/fpis-net-sellers-for-2nd-month-pull-out-rs-1730-crore-in-may-7337254/
"May 29, 2021 7:20:49 am","IT Min norms: Barring Twitter, most social media cos comply","As of Friday, companies like Facebook, Google, LinkedIn, Telegram and WhatsApp had shared details of appointment of these executives as required. Twitter, the sources said, was the only one which had not yet informed the ministry of these details.",https://indianexpress.com/article/business/economy/it-min-norms-barring-twitter-most-social-media-cos-comply-7335007/
" May 29, 2021  7:42:24 am",‘Our commitment to privacy is unimpeachable. Are they permitting free speech by not obeying Constitution?’: Ravi Shankar Prasad,"In an exclusive interview with The Indian Express, Union Information Technology Minister Ravi Shankar Prasad shares details of consultations that happened on rules, the need to access some “limited” data and castigates intermediaries for their “double standards”.",https://indianexpress.com/article/business/economy/ravi-shankar-prasad-it-rules-privacy-twitter-whatsapp-7334837/
